"id_contrato","estado_contrato","fecha_de_firma","fecha_de_inicio_del_contrato","fecha_de_fin_del_contrato","tipo_de_contrato","modalidad_de_contratacion","duraci_n_del_contrato","dias_adicionados","valor_del_contrato","valor_pagado","valor_pendiente_de_pago","es_pyme","es_grupo","g_nero_representante_legal"
"CO1.PCCNTR.8707392","Modificado","2025-12-19T00:00:00.000","2025-12-26T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","309 Dia(s)","92","4.6518267E7","2.6726333E7","1.9791934E7","No","No","Mujer"
"CO1.PCCNTR.5230885","Cerrado","2023-07-21T00:00:00.000","2023-07-21T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","166 Dia(s)","0","2.4860995E7","2.2143947E7","2717048.0","No","No","Mujer"
"CO1.PCCNTR.5213416","Cerrado","2023-07-14T00:00:00.000","2023-07-14T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","172 Dia(s)","0","2.3733148E7","1.8822841E7","4910307.0","No","No","Mujer"
"CO1.PCCNTR.5979838","Cerrado","2024-02-21T00:00:00.000","2024-02-29T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","302 Dia(s)","0","4.1776667E7","4.1638333E7","138334.0","No","No","Hombre"
"CO1.PCCNTR.6069247","Cerrado","2024-03-11T00:00:00.000","2024-03-14T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","287 Dia(s)","0","2.837393E7","2.837393E7","0.0","No","No","Mujer"
"CO1.PCCNTR.8586592","Modificado","2025-11-18T00:00:00.000","2025-11-24T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","341 Dia(s)","91","1.0912E8","6.6293333E7","4.2826667E7","No","No","No Definido"
"CO1.PCCNTR.5044171","Cerrado","2023-06-07T00:00:00.000","2023-06-07T00:00:00.000","2024-03-31T00:00:00.000","Prestación de servicios","Contratación directa","209 Dia(s)","0","3.91432E7","3.8490813E7","652387.0","No","No","No Definido"
"CO1.PCCNTR.631005","Cerrado","2018-12-04T00:00:00.000","2018-11-08T00:00:00.000","2019-12-31T00:00:00.000","Otro","Contratación Directa (con ofertas)","Dia(s)","0","6.291046339E9","6.291046338E9","1.0","No","No","Hombre"
"CO1.PCCNTR.140702","Cerrado","2017-06-22T00:00:00.000","2017-04-27T00:00:00.000","2017-05-31T00:00:00.000","Compraventa","Mínima cuantía","No definido","0","2.974405E7","2.974405E7","0.0","No","No","Mujer"
"CO1.PCCNTR.299865","Cerrado","2018-02-02T00:00:00.000","2018-01-19T00:00:00.000","2018-12-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","4.6718477E7","4.6178379E7","540098.0","No","No","No Definido"
"CO1.PCCNTR.145704","Cerrado","2017-07-25T00:00:00.000","2017-05-09T00:00:00.000","2018-10-12T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","2.34757761E8","2.34757761E8","0.0","No","No","No Definido"
"CO1.PCCNTR.3398117","Cerrado","2022-02-02T00:00:00.000","2022-02-02T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","341 Dia(s)","0","3.2170731E7","3.1700399E7","470332.0","No","No","No Definido"
"CO1.PCCNTR.8521616","Modificado","2025-10-31T00:00:00.000","2025-11-05T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","362 Dia(s)","91","1.327917038E9","1.256714275E9","7.1202763E7","Si","No","Hombre"
"CO1.PCCNTR.1992706","Cerrado","2020-12-02T00:00:00.000","2020-12-02T00:00:00.000","2021-12-31T00:00:00.000","Prestación de servicios","Contratación directa","353 Dia(s)","0","1.0375E8","1.0225E8","1500000.0","No","No","No Definido"
"CO1.PCCNTR.5502960","Cerrado","2023-11-07T00:00:00.000","2023-11-07T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","61 Dia(s)","0","7532390.0","6365400.0","1166990.0","No","No","Mujer"
"CO1.PCCNTR.1612587","Cerrado","2020-07-03T00:00:00.000","2020-07-03T00:00:00.000","2021-04-17T00:00:00.000","Prestación de servicios","Contratación directa","211 Dia(s)","0","4.7666873E7","4.6630636E7","1036237.0","No","No","No Definido"
"CO1.PCCNTR.6634223","Cerrado","2024-08-14T00:00:00.000","2024-08-16T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","137 Dia(s)","0","1.9638667E7","1.854E7","1098667.0","No","No","Mujer"
"CO1.PCCNTR.73102","Cerrado","2016-10-25T00:00:00.000","2016-10-19T00:00:00.000","2016-10-28T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","Dia(s)","0","5257348.0","5257348.0","0.0","No","No","No Definido"
"CO1.PCCNTR.5891486","Cerrado","2024-02-06T00:00:00.000","2024-02-13T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","318 Dia(s)","0","9.7545408E7","9.7238662E7","306746.0","No","No","No Definido"
"CO1.PCCNTR.4663814","Cerrado","2023-02-23T00:00:00.000","2023-02-23T00:00:00.000","2023-06-20T00:00:00.000","Prestación de servicios","Contratación directa","120 Dia(s)","0","3.8E7","3.7366666E7","633333.0","No","No","No Definido"
"CO1.PCCNTR.110220","Cerrado","2017-02-11T00:00:00.000","2017-02-03T00:00:00.000","2018-06-18T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","6.8548765E7","6.6923103E7","1625662.0","No","No","No Definido"
"CO1.PCCNTR.266945","Cerrado","2018-01-23T00:00:00.000","2017-12-28T00:00:00.000","2018-11-30T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","1.10900218E8","1.10257431E8","642786.0","No","No","No Definido"
"CO1.PCCNTR.7382838","En ejecución","2025-02-06T00:00:00.000","2025-02-10T00:00:00.000","2025-10-09T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","0","1.01712E8","1.008644E8","847600.0","No","No","Hombre"
"CO1.PCCNTR.4788536","Cerrado","2023-03-22T00:00:00.000","2023-03-22T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","289 Dia(s)","0","7.7958797E7","7.5793274E7","2165522.0","No","No","Hombre"
"CO1.PCCNTR.109519","Cerrado","2017-02-11T00:00:00.000","2017-02-06T00:00:00.000","2017-12-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","2.6933505E7","2.3278811E7","3654694.0","No","No","No Definido"
"CO1.PCCNTR.1317412","Cerrado","2020-03-03T00:00:00.000","2020-01-24T00:00:00.000","2020-12-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","6.5795835E7","6.5601173E7","194662.0","No","No","No Definido"
"CO1.PCCNTR.3400027","Cerrado","2022-02-03T00:00:00.000","2022-02-03T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","310 Dia(s)","0","1.42968326E8","1.40059087E8","2909239.0","No","No","Mujer"
"CO1.PCCNTR.5827531","Cerrado","2024-01-29T00:00:00.000","2024-02-01T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","10 Mes(es)","0","9.3885E7","9.3885E7","0.0","No","No","Hombre"
"CO1.PCCNTR.210714","Cerrado","2017-10-18T00:00:00.000","2017-10-04T00:00:00.000","2018-10-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","5.2274079E7","5.2005318E7","268761.0","No","No","No Definido"
"CO1.PCCNTR.7603724","En ejecución","2025-03-06T00:00:00.000","2025-03-11T00:00:00.000","2025-11-10T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","0","3.4672E7","3.4672E7","0.0","No","No","Hombre"
"CO1.PCCNTR.1317428","Cerrado","2020-03-12T00:00:00.000","2020-01-24T00:00:00.000","2020-12-31T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","6.7440734E7","6.7241206E7","199528.0","No","No","No Definido"
"CO1.PCCNTR.2163352","Cerrado","2021-02-05T00:00:00.000","2021-02-05T00:00:00.000","2021-12-31T00:00:00.000","Prestación de servicios","Contratación directa","343 Dia(s)","0","3.99228E7","2.4630733E7","1.5292067E7","No","No","No Definido"
"CO1.PCCNTR.1092534","Cancelado","","2019-10-01T00:00:00.000","2022-07-31T00:00:00.000","Prestación de servicios","Licitación pública","No definido","0","1.567528562505E10","0.0","1.5675285625E10","No","Si","No Definido"
"CO1.PCCNTR.4140436","Cerrado","2022-11-08T00:00:00.000","2022-11-08T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","78 Dia(s)","0","2.4383333E7","2.28E7","1583333.0","No","No","No Definido"
"CO1.PCCNTR.5269711","Cerrado","2023-08-11T00:00:00.000","2023-08-11T00:00:00.000","2024-02-29T00:00:00.000","Prestación de servicios","Contratación directa","151 Dia(s)","0","4.656988E7","4.5695328E7","874552.0","No","No","No Definido"
"CO1.PCCNTR.328826","terminado","2018-02-06T00:00:00.000","2018-01-26T00:00:00.000","2018-12-31T00:00:00.000","Prestación de servicios","Contratación directa","Dia(s)","0","1.543659E8","0.0","1.543659E8","No","No","No Definido"
"CO1.PCCNTR.9219672","Borrador","","","2026-12-31T00:00:00.000","Operaciones de Crédito Público","Contratación directa","333 Dia(s)","0","0.0","0.0","0.0","No","No","No Definido"
"CO1.PCCNTR.8671518","Modificado","2025-12-05T00:00:00.000","2025-12-12T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","330 Dia(s)","92","9.0717086E7","5.5012111E7","3.5704975E7","No","No","Mujer"
"CO1.PCCNTR.8695530","En ejecución","2025-12-19T00:00:00.000","2025-12-24T00:00:00.000","2026-07-31T00:00:00.000","Prestación de servicios","Contratación directa","231 Dia(s)","0","3.5328256E7","3.016998E7","5158276.0","No","No","Mujer"
"CO1.PCCNTR.3553701","Modificado","2022-02-07T00:00:00.000","2022-02-07T00:00:00.000","2022-02-15T00:00:00.000","Otro","Contratación directa","347 Dia(s)","0","3.432068939E9","0.0","3.432068939E9","No","No","No Definido"
"CO1.PCCNTR.7162238","Modificado","2024-12-20T00:00:00.000","2024-12-24T00:00:00.000","2026-07-31T00:00:00.000","Otro","Contratación directa","581 Dia(s)","228","1.8E10","1.3280028751E10","4.719971249E9","No","No","No Definido"
"CO1.PCCNTR.3539655","Cerrado","2022-02-03T00:00:00.000","2022-02-03T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","338 Dia(s)","0","1.80371394E8","3.766579E7","1.42705603E8","No","No","No Definido"
"CO1.PCCNTR.7301304","Cerrado","2025-01-24T00:00:00.000","2025-01-30T00:00:00.000","2025-10-29T00:00:00.000","Prestación de servicios","Contratación directa","9 Mes(es)","0","7.2864E7","7.2864E7","0.0","No","No","Hombre"
"CO1.PCCNTR.7710129","Cerrado","2025-03-28T00:00:00.000","2025-04-04T00:00:00.000","2025-12-03T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","0","3.467392E7","3.467392E7","0.0","No","No","Mujer"
"CO1.PCCNTR.642253","Cerrado","2018-12-12T00:00:00.000","2018-11-29T00:00:00.000","2018-12-31T00:00:00.000","Compraventa","Mínima cuantía","No definido","0","3.0E7","0.0","3.0E7","Si","No","No Definido"
"CO1.PCCNTR.626602","Cerrado","2018-11-08T00:00:00.000","2018-10-30T00:00:00.000","2018-12-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","8328764.0","6865603.0","1463161.0","No","No","No Definido"
"CO1.PCCNTR.8339814","En ejecución","2025-09-19T00:00:00.000","2025-09-23T00:00:00.000","2025-12-31T00:00:00.000","Prestación de servicios","Contratación directa","103 Dia(s)","0","3.26932E7","2.8864267E7","3828933.0","No","No","Hombre"
"CO1.PCCNTR.4712823","Cerrado","2023-03-02T00:00:00.000","2023-03-02T00:00:00.000","2023-07-01T00:00:00.000","Prestación de servicios","Contratación directa","4 Mes(es)","0","2.2624324E7","2.2624324E7","0.0","No","No","No Definido"
"CO1.PCCNTR.2208317","Cerrado","2021-02-17T00:00:00.000","2021-02-17T00:00:00.000","2021-10-29T00:00:00.000","Prestación de servicios","Contratación directa","333 Dia(s)","0","5.4670891E7","5.3673247E7","997644.0","No","No","Mujer"
"CO1.PCCNTR.1611331","Cerrado","2020-06-16T00:00:00.000","2020-06-16T00:00:00.000","2020-12-31T00:00:00.000","Prestación de servicios","Contratación directa","212 Dia(s)","0","2.968E7","2.926E7","420000.0","No","No","No Definido"
"CO1.PCCNTR.8710710","Modificado","2025-12-19T00:00:00.000","2025-12-23T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","312 Dia(s)","91","8.3798E7","5.0024867E7","3.3773133E7","No","No","Hombre"
"CO1.PCCNTR.2341103","Cerrado","2021-03-26T00:00:00.000","2021-03-26T00:00:00.000","2021-12-15T00:00:00.000","Prestación de servicios","Contratación directa","235 Dia(s)","0","1.20321306E8","1.18180358E8","2140948.0","No","No","No Definido"
"CO1.PCCNTR.2207297","Cerrado","2021-02-17T00:00:00.000","2021-02-17T00:00:00.000","2021-10-31T00:00:00.000","Prestación de servicios","Contratación directa","333 Dia(s)","0","8.2629066E7","8.1422802E7","1206264.0","No","No","No Definido"
"CO1.PCCNTR.4778985","Cerrado","2023-03-21T00:00:00.000","2023-03-21T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","290 Dia(s)","0","4.1136667E7","2.064E7","2.0496667E7","No","No","Mujer"
"CO1.PCCNTR.2064899","Cerrado","2021-01-12T00:00:00.000","2021-01-12T00:00:00.000","2021-04-30T00:00:00.000","Prestación de servicios","Contratación directa","312 Dia(s)","0","1.41E7","1.35E7","600000.0","No","No","No Definido"
"CO1.PCCNTR.7533035","En ejecución","2025-02-21T00:00:00.000","2025-02-26T00:00:00.000","2025-11-25T00:00:00.000","Prestación de servicios","Contratación directa","9 Mes(es)","0","1.14444E8","1.13596266E8","847733.0","Si","No","No Definido"
"CO1.PCCNTR.8652357","En ejecución","2025-12-05T00:00:00.000","2025-12-05T00:00:00.000","2025-12-15T00:00:00.000","Compraventa","Selección abreviada subasta inversa","12 Dia(s)","0","6.15396E8","6.15396E8","0.0","No","Si","No Definido"
"CO1.PCCNTR.3485061","Cerrado","2022-02-03T00:00:00.000","2022-02-03T00:00:00.000","2022-11-30T00:00:00.000","Prestación de servicios","Contratación directa","306 Dia(s)","0","1.24659008E8","1.21166072E8","3492936.0","No","No","Hombre"
"CO1.PCCNTR.138112","Cerrado","2017-05-17T00:00:00.000","2017-04-17T00:00:00.000","2017-10-16T00:00:00.000","Consultoría","Concurso de méritos abierto","No definido","0","2.323539E8","2.323539E8","0.0","Si","No","Hombre"
"CO1.PCCNTR.3056441","Cerrado","2021-12-02T00:00:00.000","2021-12-02T00:00:00.000","2022-12-15T00:00:00.000","Prestación de servicios","Contratación directa","251 Dia(s)","0","4.0067E7","3.9552E7","515000.0","No","No","Mujer"
"CO1.PCCNTR.2213461","Cerrado","2021-02-11T00:00:00.000","2021-02-11T00:00:00.000","2022-06-15T00:00:00.000","Prestación de servicios","Contratación directa","332 Dia(s)","0","8.68785E7","8.58585E7","1020000.0","No","No","No Definido"
"CO1.PCCNTR.146515","Cerrado","2017-07-25T00:00:00.000","2017-05-09T00:00:00.000","2018-10-12T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","2.34757761E8","2.34757761E8","0.0","No","No","No Definido"
"CO1.PCCNTR.4512234","Cerrado","2023-01-30T00:00:00.000","2023-01-30T00:00:00.000","2023-05-30T00:00:00.000","Prestación de servicios","Contratación directa","4 Mes(es)","0","2.1159568E7","2.1159568E7","0.0","No","No","Mujer"
"CO1.PCCNTR.3553042","Cerrado","2022-02-03T00:00:00.000","2022-02-03T00:00:00.000","2022-10-31T00:00:00.000","Prestación de servicios","Contratación directa","273 Dia(s)","0","7.63491213E8","6.83153352E8","8.033786E7","Si","No","Hombre"
"CO1.PCCNTR.7611581","terminado","2025-03-11T00:00:00.000","2025-03-14T00:00:00.000","2025-11-13T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","0","3.4672E7","1.1990733E7","2.2681267E7","No","No","Mujer"
"CO1.PCCNTR.9780342","Aprobado","2026-08-06T00:00:00.000","","2026-12-31T00:00:00.000","Prestación de servicios","Contratación directa","143 Dia(s)","0","3.438708E7","0.0","3.438708E7","No","No","Mujer"
"CO1.PCCNTR.8630192","Modificado","2025-11-27T00:00:00.000","2025-12-03T00:00:00.000","2026-12-29T00:00:00.000","Prestación de servicios","Contratación directa","395 Dia(s)","151","2.36003093E8","1.246202E8","1.11382893E8","No","No","No Definido"
"CO1.PCCNTR.829949","Cerrado","2019-02-26T00:00:00.000","2019-02-12T00:00:00.000","2019-12-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","5.2845808E7","5.1126741E7","1719067.0","No","No","Hombre"
"CO1.PCCNTR.911903","Cerrado","2019-08-01T00:00:00.000","2019-04-15T00:00:00.000","2019-12-31T00:00:00.000","Suministros","Mínima cuantía","Dia(s)","0","7.0E7","6.8805035E7","1194965.0","Si","No","Hombre"
"CO1.PCCNTR.95501","Cerrado","2016-12-30T00:00:00.000","2016-12-26T00:00:00.000","2017-09-27T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","9.1492797E7","0.0","9.1492797E7","No","No","No Definido"
"CO1.PCCNTR.5914622","Cerrado","2024-02-09T00:00:00.000","2024-02-14T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","321 Dia(s)","0","9.2891567E7","9.2598533E7","293034.0","No","No","No Definido"
"CO1.PCCNTR.2163365","Cerrado","2021-02-20T00:00:00.000","2021-02-20T00:00:00.000","2021-06-30T00:00:00.000","Prestación de servicios","Contratación directa","159 Dia(s)","0","2.7733412E7","2.7219785E7","513627.0","No","No","No Definido"
"CO1.PCCNTR.2038815","Cerrado","2021-01-14T00:00:00.000","2021-01-14T00:00:00.000","2021-01-14T00:00:00.000","Prestación de servicios","Contratación directa","28 Dia(s)","14","5111107.0","3867865.0","1243242.0","No","No","Hombre"
"CO1.PCCNTR.111724","Cerrado","2017-02-22T00:00:00.000","2017-02-13T00:00:00.000","2017-12-31T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","8.0834824E7","7.838528E7","2449544.0","No","No","No Definido"
"CO1.PCCNTR.1988350","Cerrado","2020-12-02T00:00:00.000","2020-12-02T00:00:00.000","2021-04-30T00:00:00.000","Prestación de servicios","Contratación directa","354 Dia(s)","0","5.5546736E7","5.3662731E7","1884005.0","No","No","No Definido"
"CO1.PCCNTR.8614992","En ejecución","2025-11-21T00:00:00.000","2025-12-01T00:00:00.000","2026-07-31T00:00:00.000","Prestación de servicios","Contratación directa","240 Dia(s)","0","5.3869389E7","4.7095394E7","6773995.0","No","No","No Definido"
"CO1.PCCNTR.5556168","Cerrado","2023-11-30T00:00:00.000","2023-12-04T00:00:00.000","2024-11-23T00:00:00.000","Prestación de servicios","Mínima cuantía","12 Mes(es)","0","7934929.0","7934929.0","0.0","No","No","No Definido"
"CO1.PCCNTR.9219866","En ejecución","2026-01-28T00:00:00.000","2026-02-01T00:00:00.000","2026-11-30T00:00:00.000","Operaciones de Crédito Público","Contratación directa","10 Mes(es)","0","1.577003441E9","0.0","1.577003441E9","No","No","No Definido"
"CO1.PCCNTR.2428325","Cerrado","2021-05-03T00:00:00.000","2021-05-03T00:00:00.000","2021-12-15T00:00:00.000","Prestación de servicios","Contratación directa","231 Dia(s)","0","1.09817807E8","1.07171595E8","2646212.0","No","No","Hombre"
"CO1.PCCNTR.109744","Cerrado","2017-02-09T00:00:00.000","2017-02-06T00:00:00.000","2018-06-15T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","1.11074975E8","1.077626E8","3312375.0","No","No","Hombre"
"CO1.PCCNTR.7549652","terminado","2025-02-26T00:00:00.000","2025-03-03T00:00:00.000","2025-11-02T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","0","8.416E7","2.3494667E7","6.0665333E7","No","No","No Definido"
"CO1.PCCNTR.77603","Cerrado","2016-11-01T00:00:00.000","2016-10-20T00:00:00.000","2017-06-20T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","Dia(s)","0","1.08522507E8","0.0","1.08522507E8","No","No","No Definido"
"CO1.PCCNTR.6198174","Cerrado","2024-04-12T00:00:00.000","2024-04-17T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","254 Dia(s)","0","1.45868805E8","1.45868805E8","0.0","No","No","No Definido"
"CO1.PCCNTR.6692503","Cerrado","2024-08-29T00:00:00.000","2024-09-04T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","123 Dia(s)","0","1.63754E7","1.55766E7","798800.0","No","No","Mujer"
"CO1.PCCNTR.269635","Cerrado","2018-01-11T00:00:00.000","2017-12-29T00:00:00.000","2018-11-16T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","6.5504384E7","6.4892193E7","612191.0","No","No","No Definido"
"CO1.PCCNTR.7992231","En ejecución","2025-06-18T00:00:00.000","2025-06-20T00:00:00.000","2025-12-15T00:00:00.000","Prestación de servicios","Contratación directa","176 Dia(s)","0","7.08E7","7.04E7","400000.0","No","No","No Definido"
"CO1.PCCNTR.3424079","Cerrado","2022-02-03T00:00:00.000","2022-02-03T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","340 Dia(s)","0","4.2061691E7","4.1446754E7","614937.0","No","No","No Definido"
"CO1.PCCNTR.139104","Cerrado","2017-05-02T00:00:00.000","2017-04-19T00:00:00.000","2018-03-28T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","4.441423E7","3.0041863E7","1.4372367E7","No","No","No Definido"
"CO1.PCCNTR.7609875","En ejecución","2025-03-06T00:00:00.000","2025-03-12T00:00:00.000","2025-11-11T00:00:00.000","Prestación de servicios","Contratación directa","8 Mes(es)","0","3.4672E7","3.4672E7","0.0","No","No","Mujer"
"CO1.PCCNTR.2227754","Cerrado","2021-02-20T00:00:00.000","2021-02-20T00:00:00.000","2022-11-21T00:00:00.000","Prestación de servicios","Contratación directa","330 Dia(s)","0","8.4398593E7","8.3713817E7","684776.0","No","No","Mujer"
"CO1.PCCNTR.4357299","Cerrado","2023-01-11T00:00:00.000","2023-01-11T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","246 Dia(s)","0","7.6291205E7","7.5873171E7","418034.0","No","No","Hombre"
"CO1.PCCNTR.337616","Cerrado","2018-02-16T00:00:00.000","2018-02-07T00:00:00.000","2019-02-28T00:00:00.000","Prestación de servicios","Mínima cuantía","No definido","0","5.414E7","5.414E7","0.0","Si","No","Mujer"
"CO1.PCCNTR.797203","Cerrado","2019-03-01T00:00:00.000","2019-01-30T00:00:00.000","2019-12-31T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","6.6185159E7","6.4433199E7","1751960.0","No","No","No Definido"
"CO1.PCCNTR.7123105","Cancelado","","","2025-08-31T00:00:00.000","Prestación de servicios","Contratación directa","261 Dia(s)","0","0.0","0.0","0.0","No","No","No Definido"
"CO1.PCCNTR.8493110","Modificado","2025-10-25T00:00:00.000","2025-10-31T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","360 Dia(s)","92","8.364909E7","5.495679E7","2.86923E7","No","No","No Definido"
"CO1.PCCNTR.134901","Cerrado","2017-05-02T00:00:00.000","2017-04-05T00:00:00.000","2018-03-26T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","Dia(s)","0","4.8384E7","2.0238667E7","2.8145333E7","No","No","Hombre"
"CO1.PCCNTR.453102","Cerrado","2018-06-29T00:00:00.000","2018-06-20T00:00:00.000","2019-03-29T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","4.5445979E7","4.5286222E7","159757.0","No","No","Hombre"
"CO1.PCCNTR.8486783","Borrador","","","2026-07-31T00:00:00.000","Prestación de servicios","Contratación directa","10 Mes(es)","0","5.6506117E7","0.0","5.6506117E7","No","No","No Definido"
"CO1.PCCNTR.4176600","Cerrado","2022-11-02T00:00:00.000","2022-11-02T00:00:00.000","2023-10-31T00:00:00.000","Prestación de servicios","Mínima cuantía","1 Año(s)","0","5375267.0","843716.0","4531551.0","Si","No","Hombre"
"CO1.PCCNTR.8717216","Modificado","2025-12-19T00:00:00.000","2025-12-23T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","312 Dia(s)","92","1.218742E8","7.25354E7","4.93388E7","No","No","Mujer"
"CO1.PCCNTR.520432","Cerrado","2018-08-17T00:00:00.000","2018-08-09T00:00:00.000","2019-03-15T00:00:00.000","Prestación de servicios","Contratación directa","No definido","0","5.7409103E7","5.5367889E7","2041214.0","No","No","No Definido"
"CO1.PCCNTR.5270860","Cerrado","2023-08-11T00:00:00.000","2023-08-11T00:00:00.000","2024-03-13T00:00:00.000","Prestación de servicios","Contratación directa","153 Dia(s)","0","7.641201487E7","7.5047514E7","1364500.0","No","No","No Definido"
"CO1.PCCNTR.7775428","Cerrado","2025-04-22T00:00:00.000","2025-04-29T00:00:00.000","2025-11-28T00:00:00.000","Prestación de servicios","Contratación directa","7 Mes(es)","4","3.0338E7","3.0338E7","0.0","No","No","Mujer"
"CO1.PCCNTR.5137935","Cerrado","2023-06-30T00:00:00.000","2023-06-30T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","188 Dia(s)","0","3.6954683E7","3.5787693E7","1166990.0","No","No","No Definido"
"CO1.PCCNTR.5074390","Cerrado","2023-06-15T00:00:00.000","2023-06-15T00:00:00.000","2023-12-31T00:00:00.000","Prestación de servicios","Contratación directa","201 Dia(s)","0","3.5618606E7","3.1563022E7","4055584.0","No","No","Mujer"
"CO1.PCCNTR.5748989","Cerrado","2024-01-16T00:00:00.000","2024-01-16T00:00:00.000","2025-12-31T00:00:00.000","Prestación de servicios","Contratación directa","710 Dia(s)","0","1404200.0","996030.0","408170.0","No","No","Mujer"
"CO1.PCCNTR.6782495","Cerrado","2024-09-18T00:00:00.000","2024-09-24T00:00:00.000","2024-12-31T00:00:00.000","Prestación de servicios","Contratación directa","104 Dia(s)","0","4.1899867E7","3.9079683E7","2820184.0","No","No","Hombre"
"CO1.PCCNTR.245318","Cerrado","2017-12-13T00:00:00.000","2017-12-06T00:00:00.000","2018-11-30T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","5.062656E7","4.9923413E7","703147.0","No","No","Hombre"
"CO1.PCCNTR.179702","Cerrado","2017-08-31T00:00:00.000","2017-07-26T00:00:00.000","2017-08-31T00:00:00.000","Prestación de servicios","Mínima cuantía","No definido","0","6395000.0","6395000.0","0.0","Si","No","Mujer"
"CO1.PCCNTR.3550759","Cerrado","2022-02-07T00:00:00.000","2022-02-07T00:00:00.000","2022-12-31T00:00:00.000","Prestación de servicios","Contratación directa","337 Dia(s)","0","4.5646429E7","4.5238871E7","407558.0","No","No","No Definido"
"CO1.PCCNTR.8589747","Modificado","2025-11-20T00:00:00.000","2025-11-25T00:00:00.000","2026-10-31T00:00:00.000","Prestación de servicios","Contratación directa","340 Dia(s)","91","1.551108E8","9.5355E7","5.97558E7","No","No","No Definido"
"CO1.PCCNTR.139505","Cerrado","2017-05-17T00:00:00.000","2017-04-20T00:00:00.000","2018-08-15T00:00:00.000","Prestación de servicios","Contratación Directa (con ofertas)","No definido","0","9.1223077E7","8.9658099E7","1564978.0","No","No","No Definido"
